DOB_WK,"Total","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday"
"DOB_TT",
"0701",64,8,5,9,17,9,11,5
"0702",69,3,5,17,10,12,12,10
"0703",65,10,2,10,12,13,10,8
"0704",69,7,6,13,13,10,16,4
"0705",68,8,5,18,5,13,14,5
"0706",61,2,6,12,12,14,7,8
"0707",62,9,5,11,10,6,10,11
"0708",69,3,10,15,12,9,14,6
"0709",50,3,7,7,8,10,7,8
"0710",55,3,7,10,9,9,7,10
"0711",63,2,9,10,13,8,10,11
"0712",63,4,5,14,9,7,13,11
"0713",64,3,6,6,15,14,10,10
"0714",63,6,4,11,12,18,6,6
"0715",76,5,9,8,15,13,15,11
"0716",66,9,7,12,9,10,13,6
"0717",70,7,4,12,10,21,8,8
"0718",57,8,3,11,8,7,13,7
"0719",56,7,7,10,11,7,7,7
"0720",68,5,9,8,13,15,12,6
"0721",74,7,8,10,10,15,11,13
"0722",82,8,6,13,13,19,13,10
"0723",69,5,6,18,21,10,5,4
"0724",86,3,7,16,16,17,16,11
"0725",74,3,7,15,14,13,15,7
"0726",79,5,11,14,13,12,15,9
"0727",83,7,8,17,8,20,13,10
"0728",85,6,9,18,18,13,12,9
"0729",78,4,7,14,20,15,11,7
"0730",73,5,6,14,10,13,21,4
"0731",62,3,9,12,12,8,10,8
"0732",71,5,2,12,16,14,12,10
"0733",68,5,11,12,11,9,12,8
"0734",82,5,14,20,7,14,15,7
"0735",76,5,5,14,15,21,6,10
"0736",77,8,10,19,13,12,12,3
"0737",77,6,12,26,9,9,6,9
"0738",85,4,13,17,13,13,19,6
"0739",89,7,12,11,18,22,7,12
"0740",89,10,12,8,24,12,12,11
"0741",81,1,10,14,20,16,14,6
"0742",99,3,3,14,23,17,27,12
"0743",105,7,7,20,13,18,21,19
"0744",93,9,12,18,10,18,13,13
"0745",81,3,7,14,19,14,14,10
"0746",105,5,9,13,21,24,17,16
"0747",119,8,13,26,21,22,19,10
"0748",110,10,8,16,22,17,22,15
"0749",103,8,13,19,22,9,20,12
"0750",114,12,9,18,24,23,12,16
"0751",92,1,10,13,14,25,19,10
"0752",109,9,16,18,14,18,20,14
"0753",121,7,13,25,23,21,17,15
"0754",123,6,9,19,26,24,26,13
"0755",122,12,14,19,26,16,22,13
"0756",101,6,15,19,18,18,16,9
"0757",110,9,14,17,20,17,18,15
"0758",113,7,10,20,22,17,21,16
"0759",109,8,9,16,24,22,21,9
"0800",129,10,23,19,21,20,22,14
"0801",116,7,8,23,22,23,20,13
"0802",121,11,15,23,18,18,23,13
"0803",143,3,23,28,30,24,20,15
"0804",136,11,22,23,20,30,16,14
"0805",140,13,20,15,27,20,30,15
"0806",142,9,18,33,25,22,22,13
"0807",125,8,17,21,28,25,17,9
"0808",124,6,15,26,15,24,25,13
"0809",112,9,17,15,14,21,24,12
"0810",129,6,22,22,20,17,29,13
"0811",117,9,14,17,34,14,17,12
"0812",115,9,13,24,18,26,12,13
"0813",96,8,12,18,20,15,17,6
"0814",110,7,11,21,26,15,15,15
"0815",131,5,12,23,22,35,22,12
"0816",115,6,23,20,18,18,19,11
"0817",116,4,12,22,26,17,18,17
"0818",118,10,15,15,20,21,18,19
"0819",108,4,17,18,19,17,18,15
"0820",138,6,15,31,29,25,21,11
"0821",112,4,17,22,20,21,15,13
"0822",110,7,20,20,21,12,14,16
"0823",111,9,11,17,17,25,21,11
"0824",110,9,13,21,20,22,15,10
"0825",114,3,9,21,21,27,20,13
"0826",102,6,7,17,25,25,15,7
"0827",135,11,14,18,19,23,33,17
"0828",110,2,10,17,18,23,30,10
"0829",105,8,10,28,15,18,12,14
"0830",122,11,12,27,24,22,19,7
"0831",114,11,17,14,21,19,15,17
